x1,y1,z1,x2,y2,z2
11.092,17.903,72.371,10.060,17.379,71.881
10.037,18.096,73.445,9.044,17.614,72.976
8.277,18.899,77.002,7.182,18.437,76.625
8.468,19.120,77.572,7.349,18.633,77.198
9.893,18.418,74.290,8.806,17.971,73.797
10.735,18.529,74.420,9.731,18.064,73.932
9.302,18.917,76.110,8.094,18.396,75.406
9.809,19.147,76.969,8.693,18.618,76.498
11.776,18.068,71.724,10.757,17.504,71.235
10.267,18.473,73.552,9.275,18.052,73.083
9.987,18.997,75.791,8.939,18.460,75.384
11.868,18.410,72.323,10.849,17.876,71.815
10.021,18.867,74.507,8.829,18.252,73.850
12.189,18.345,71.593,11.118,17.742,71.039
11.942,18.917,73.981,10.993,18.484,73.861
13.232,18.552,72.073,12.305,17.913,71.547
10.618,18.665,73.063,9.675,18.177,72.829
9.361,19.268,75.945,8.293,18.721,75.480
14.030,18.355,70.535,12.959,17.744,70.069
12.611,18.429,71.220,11.554,17.825,70.822
10.686,19.877,77.691,9.586,19.405,77.089
9.797,19.045,74.275,8.722,18.421,73.849
11.871,18.691,71.661,10.813,18.137,71.163
11.012,18.748,72.172,10.010,18.208,71.604
10.560,19.462,75.118,9.465,18.971,74.632
12.642,18.902,72.176,11.569,18.274,71.676
13.382,18.602,70.543,12.304,17.914,69.976
10.064,19.774,76.199,8.895,19.266,75.585
10.571,19.179,72.883,9.544,18.697,72.345
12.133,18.865,71.196,11.097,18.306,70.649
9.403,19.764,75.418,8.336,19.197,74.974
12.549,18.898,70.845,11.519,18.291,70.330
10.191,19.673,74.588,9.143,19.006,74.049
11.306,19.645,74.029,10.319,19.048,73.457
11.953,19.408,72.624,10.965,18.807,72.073
11.205,20.007,74.802,10.259,19.432,74.335
11.023,19.421,72.192,10.055,18.788,71.625
10.674,19.889,73.957,9.684,19.315,73.526
12.730,20.112,73.932,11.632,19.480,73.343
12.470,19.837,73.190,11.510,19.188,72.650
9.532,20.418,76.166,8.386,19.841,75.685
10.424,20.049,74.304,9.404,19.402,73.705
13.207,19.496,71.101,12.125,18.857,70.482
11.438,19.968,73.508,10.463,19.339,72.993
13.868,19.540,71.242,12.784,18.877,70.548
12.021,19.592,71.615,11.032,18.969,71.022
10.704,20.067,73.641,9.742,19.445,73.112
12.758,19.983,72.637,11.753,19.331,72.103
10.096,20.537,75.325,9.079,20.026,74.754
13.267,19.842,71.716,12.233,19.238,71.155
11.597,20.006,72.639,10.589,19.381,72.057
10.929,20.020,72.903,9.956,19.452,72.354
12.222,20.086,72.561,11.281,19.456,71.970
12.626,19.845,71.570,11.691,19.181,71.001
10.620,20.182,73.298,9.623,19.552,72.821
12.153,20.179,71.944,11.206,19.533,71.289
10.433,20.904,74.979,9.404,20.282,74.439
11.924,20.410,72.542,10.920,19.747,71.851
11.126,20.890,74.473,10.135,20.273,73.952
11.118,20.564,72.872,10.114,19.859,72.234
11.884,20.798,73.581,10.903,20.253,73.044
11.107,21.282,74.989,10.134,20.677,74.502
